"uid","email","age","product_name","product_type","quantity","purchase_price","purchase_date","purchase_address","long","lat"
"pg23ja0emj4heans6mn48ym0iwag","f4cvw@gmail.com",20,"BENG2 SHARE 10S","makanan manis",4,16400,"2024-11-05","",110.435333994123,-0.772944942443175
"fv6lgjra9s792gnbp09lkw7p3zqm","0gr3p@gmail.com",56,"MD ALMOND RING","makanan manis",2,7500,"2024-02-07","",110.435333994123,-0.772944942443175
"ef7sn8uzg1jpe0y7nfrjopmtodia","xy0ey@gmail.com",39,"GG SURYA 12","produk dewasa",3,27200,"2024-03-20","",110.435333994123,-0.772944942443175
"02vqrhb6feqdh3y7njrjgks0oydl","3sm3h@gmail.com",25,"CCBB STR STK 5S","makanan gurih",4,16800,"2024-03-16","",110.435333994123,-0.772944942443175
"koks34l90bwkozi5ha1o1v9vd7ub","osdc8@gmail.com",25,"NIPISMADU 330ML","soft drink",2,3900,"2024-11-30","",110.435333994123,-0.772944942443175
"crmn2v76r4t243vhc4r6lxezkyda","8qv4x@gmail.com",14,"B/P MANGGA HARUM MNS","makanan manis",4,10000,"2024-03-24","",110.435333994123,-0.772944942443175
"47moy42khdtvk7b600u0j3qm0py6","b995x@gmail.com",49,"SQ GREENTEA 22G","makanan manis",3,13400,"2024-01-06","",110.435333994123,-0.772944942443175
"eig9qyxfvpqlbd8l5mmmasdc4udo","89za6@gmail.com",47,"SR TWR SPC","makanan pokok",3,15000,"2024-01-26","",110.435333994123,-0.772944942443175
"xxyd7wme2uj5idclpystvujsl6u4","464sb@gmail.com",44,"KANZER BAKSO HOT 55G","makanan gurih",1,9000,"2024-01-09","",110.435333994123,-0.772944942443175
"0mh6qnyrb8fw7pb2xbzqt7jht8yw","ccjf3@gmail.com",15,"NIPISMADU 330ML","soft drink",3,3900,"2024-06-27","",110.435333994123,-0.772944942443175
"e2ct0upmnkow2vqrvkd057gn3cc6","ocid4@gmail.com",26,"KUSUKA LH 60G","makanan gurih",4,6500,"2024-08-12","",110.435333994123,-0.772944942443175
"twru4t3oura5pcll4zfc4uwgiqbv","mzwmf@gmail.com",26,"RTE ONGR AY PDS","makanan gurih",4,10000,"2024-08-23","",110.435333994123,-0.772944942443175
"4e86rxrp43s6g6jqteb24n9ajw7t","ndqcd@gmail.com",31,"KANZER BAKSO HOT 55G","makanan gurih",3,9000,"2024-05-26","",110.435333994123,-0.772944942443175
"pgtusuze6tp71qntmmgu8gb5tba1","a3ymt@gmail.com",13,"TEREA PRPL WAVE 20S","unknown",1,30000,"2024-05-08","",110.435333994123,-0.772944942443175
"y3ye0xxhryq2hiosubyrhxseb7ys","cvmf0@gmail.com",40,"LEMNRL AIR600ML","minuman sehat",1,3700,"2024-05-27","",110.435333994123,-0.772944942443175
"koks34l90bwkozi5ha1o1v9vd7ub","osdc8@gmail.com",25,"S.BRD TA CHOCO FLAT","makanan manis",1,10000,"2024-09-01","",110.435333994123,-0.772944942443175
"7j52rfwq22p6m7hyqfaadwb8qz5c","l133m@gmail.com",21,"TEREA PRPL WAVE 20S","unknown",1,30000,"2024-07-01","",110.435333994123,-0.772944942443175
"cxj5azvsvad2zcotuncvdbx84moi","rq9yx@gmail.com",16,"GG SURYA 12","produk dewasa",2,27200,"2024-03-03","",110.435333994123,-0.772944942443175
"iu6lc0pywhor039xh27vzt3wlx0s","5deci@gmail.com",54,"AQUA AIR MINERAL 600","minuman sehat",2,3500,"2024-03-31","",110.435333994123,-0.772944942443175
"mzu4vkyqh0hw20zlz7y9ig26r7ik","rslyl@gmail.com",21,"S.BRD TA POLO KEJU","makanan pokok",2,9000,"2024-09-22","",110.435333994123,-0.772944942443175
"mevfegg8lk9n04tz8sxq3q0bw5gq","xxin8@gmail.com",34,"INDOMIE RDG 91G","makanan pokok",2,3100,"2024-01-22","",110.435333994123,-0.772944942443175
"bxgpeg6tx72l5y3kqljjqxtozgj3","f7nur@gmail.com",33,"GG SURYA 12","produk dewasa",4,27200,"2024-12-02","",110.435333994123,-0.772944942443175
"t7ayhf2rmdmwtlcaqb84zu6qy712","zod8c@gmail.com",28,"KUSUKA LH 60G","makanan gurih",2,6500,"2024-10-02","",110.435333994123,-0.772944942443175
"53gj6b5r3d543ewhd42wdamkmouo","ih8xw@gmail.com",17,"KNZLER SNGLES ORG 65","makanan gurih",1,9000,"2024-03-16","",110.435333994123,-0.772944942443175
"gqub83ya1kfjtrvqm2iwsk96misd","5cyl9@gmail.com",43,"BENG2 SHARE 10S","makanan manis",3,16400,"2024-02-07","",110.435333994123,-0.772944942443175
"672ck0dt9jg3kmrgr6tngy2lryfz","9y25u@gmail.com",30,"TEREA PRPL WAVE 20S","unknown",4,30000,"2024-02-15","",110.435333994123,-0.772944942443175
"crmn2v76r4t243vhc4r6lxezkyda","8qv4x@gmail.com",14,"GG SURYA 12","produk dewasa",1,27200,"2024-12-26","",110.435333994123,-0.772944942443175
"cxj5azvsvad2zcotuncvdbx84moi","rq9yx@gmail.com",16,"NIPISMADU 330ML","soft drink",3,3900,"2024-02-13","",110.435333994123,-0.772944942443175
"v1xtlmqtnbq6quvl7nz64rjfnff1","cr2ft@gmail.com",40,"CHUPA BELT 8G","makanan manis",3,3000,"2024-12-17","",110.435333994123,-0.772944942443175
"335q5od4zaa6uj60ghjfz8hngqt2","r0cb0@gmail.com",45,"INDOMIE RDG 91G","makanan pokok",1,3100,"2024-09-25","",110.435333994123,-0.772944942443175
"il14z9xx46a0gl3wxh0nzqfd7uno","rv20u@gmail.com",24,"NIPISMADU 330ML","soft drink",4,3900,"2024-11-23","",110.435333994123,-0.772944942443175
"qaetaoouundmd4cwiusui725boxh","daec4@gmail.com",17,"CHUPA GUM FR11G","makanan manis",3,5500,"2024-10-10","",110.435333994123,-0.772944942443175
"4e86rxrp43s6g6jqteb24n9ajw7t","ndqcd@gmail.com",31,"AQUA AIR MINERAL 1500","minuman sehat",4,6600,"2024-03-12","",110.435333994123,-0.772944942443175
"0u7kp3c9qi3vz0mqeo4nhm5r2u50","myld7@gmail.com",48,"SQ GREENTEA 22G","makanan manis",4,13400,"2024-05-31","",110.435333994123,-0.772944942443175
